datetime,type,dir[deg],v[m/s],max_gradT (station)
2020071100,1,117.5,3.17,2.17 (17.5;50.0)
2020071112,1,123.41,0.87,3.95 (17.5;48.5)
2020071212,-1,295.4,3.28,2.46 (11.5;48.5)
2020071312,-1,299.24,4.79,1.97 (11.5;48.5)
2020071312,-1,249.35,4.66,1.97 (11.5;48.5)
2020071412,1,122.4,1.42,1.76 (11.5;48.5)
2020071412,1,306.17,1.59,1.60 (10.0;51.5)
2020071500,-1,112.22,1.66,1.92 (11.5;51.5)
2020071512,-1,108.93,3.78,2.23 (14.5;51.5)
2020071512,-1,120.39,4.35,2.05 (11.5;48.5)
2020071600,-1,110.99,5.8,1.78 (17.5;51.5)
2020071712,1,161.82,4.28,0.90 (14.5;51.5)
2020071812,1,207.83,4.59,1.28 (19.0;50.0)
2020071900,-1,303.06,2.74,1.01 (13.0;48.5)
2020072012,-1,120.07,5.53,2.92 (10.0;51.5)
2020072012,1,143.24,1.8,2.35 (10.0;50.0)
2020072012,1,114.52,1.64,0.76 (19.0;48.5)
2020072100,1,351.18,1.05,3.00 (10.0;50.0)
2020072112,-1,171.46,1.27,2.69 (14.5;48.5)
2020072112,1,99.91,2.38,2.69 (14.5;48.5)
2020072112,-1,162.2,2.19,2.19 (17.5;50.0)
2020072200,1,17.81,0.63,2.32 (13.0;50.0)
2020072200,-1,160.65,2.66,1.89 (19.0;48.5)
2020072212,-1,152.44,1.29,2.74 (10.0;48.5)
2020072212,-1,106.74,4.61,2.23 (14.5;48.5)
2020072212,-1,37.72,1.13,1.84 (19.0;50.0)
2020072300,1,17.61,0.7,2.27 (10.0;50.0)
2020072300,-1,13.84,2.36,2.14 (13.0;50.0)
2020072312,-1,154.4,1.38,2.26 (10.0;48.5)
2020072312,1,158.01,1.2,2.25 (14.5;50.0)
2020072400,1,37.33,2.05,2.18 (17.5;50.0)
2020072400,-1,227.19,0.51,1.45 (13.0;50.0)
2020072412,-1,145.39,3.59,2.24 (10.0;51.5)
2020072412,1,141.34,3.42,2.24 (10.0;51.5)
2020072412,1,59.08,3.49,1.67 (19.0;51.5)
2020072500,-1,206.89,1.64,1.13 (17.5;48.5)
2020072512,-1,111.43,4.21,1.25 (10.0;48.5)
2020072600,1,100.09,6.23,0.88 (11.5;51.5)
2020072612,-1,94.34,3.27,1.90 (16.0;51.5)
2020072712,1,58.25,1.33,2.87 (10.0;48.5)
2020072800,1,58.19,5.9,2.05 (16.0;48.5)
2020072800,1,57.34,5.38,2.05 (16.0;48.5)
2020072800,1,70.66,14.05,1.49 (13.0;51.5)
2020072800,-1,111.74,9.38,1.29 (11.5;51.5)
2020072812,-1,124.55,6.3,3.52 (10.0;48.5)
2020072812,1,109.88,4.78,2.94 (13.0;50.0)
2020072900,-1,134.83,5.13,2.51 (16.0;51.5)
2020072900,-1,142.92,6.91,2.23 (13.0;50.0)
2020072900,1,95.13,7.06,2.00 (16.0;50.0)
2020072912,-1,130.77,2.61,2.98 (10.0;48.5)
2020072912,-1,70.51,6.95,1.82 (17.5;50.0)
2020073000,-1,143.59,2.27,2.50 (14.5;51.5)
2020073000,1,136.44,4.13,1.89 (14.5;50.0)
2020073000,1,94.69,1.57,1.85 (10.0;50.0)
2020073012,-1,69.51,0.99,2.88 (10.0;48.5)
2020073012,-1,162.87,2.53,1.91 (19.0;50.0)
2020073100,-1,133.57,5.75,2.18 (17.5;51.5)
2020073100,1,19.62,0.97,2.10 (10.0;51.5)
2020073100,-1,26.86,1.66,1.90 (14.5;50.0)
2020073112,-1,231.32,0.28,2.87 (14.5;50.0)
2020073112,-1,187.23,2.15,2.13 (19.0;50.0)
2020080100,-1,227.53,0.78,2.94 (13.0;50.0)
2020080100,1,39.47,1.27,2.94 (13.0;50.0)
2020080100,1,72.73,0.78,2.84 (11.5;51.5)
2020080112,1,77.08,2.07,2.81 (14.5;50.0)
2020080112,-1,266.24,0.15,2.32 (13.0;50.0)
2020080112,-1,73.85,1.13,2.14 (17.5;50.0)
2020080200,-1,252.65,2.06,2.09 (14.5;50.0)
2020080200,1,53.09,2.99,2.09 (14.5;50.0)
2020080212,-1,108.3,2.79,1.87 (10.0;51.5)
2020080212,1,84.91,3.31,1.82 (17.5;48.5)
2020080300,1,103.14,0.45,1.63 (14.5;48.5)
2020080412,-1,114.64,1.54,3.01 (16.0;48.5)
2020080412,1,295.86,1.42,3.01 (16.0;48.5)
2020080412,-1,104.85,3.22,0.80 (10.0;51.5)
2020080500,1,281.76,4.43,2.87 (17.5;48.5)
2020080500,-1,189.43,0.83,1.02 (10.0;48.5)
2020080600,-1,303.69,2.44,2.27 (16.0;48.5)
2020080612,1,217.12,2.74,2.21 (14.5;48.5)
2020080700,1,302.0,9.04,1.72 (17.5;51.5)
2020080712,-1,297.77,5.74,1.38 (10.0;48.5)
2020080712,1,236.85,4.92,1.35 (11.5;48.5)
2020080712,1,77.39,0.11,1.02 (14.5;51.5)
2020081000,-1,236.53,7.65,1.12 (10.0;48.5)
2020081100,-1,241.25,1.26,1.69 (11.5;50.0)
2020081112,-1,234.86,3.42,1.86 (10.0;48.5)
2020081212,1,241.6,1.17,1.90 (10.0;48.5)
2020081212,-1,246.27,1.3,1.23 (19.0;50.0)
2020081300,1,62.57,1.21,1.35 (19.0;51.5)
2020081300,1,61.15,3.44,1.22 (10.0;51.5)
2020081300,-1,285.96,4.82,1.09 (14.5;48.5)
2020081312,1,47.74,2.19,1.79 (19.0;51.5)
2020081312,-1,134.77,0.92,1.17 (11.5;48.5)
2020081400,-1,223.0,1.31,1.43 (17.5;51.5)
2020081400,1,240.33,0.48,1.43 (17.5;51.5)
2020081412,1,244.28,0.22,1.32 (19.0;51.5)
2020081500,1,79.22,2.52,0.85 (19.0;51.5)
2020081612,-1,315.07,3.15,1.85 (10.0;48.5)
2020081700,1,281.65,0.61,1.37 (10.0;48.5)
2020081712,-1,71.68,3.1,1.36 (11.5;48.5)
2020081800,-1,64.67,2.66,1.44 (14.5;51.5)
2020082100,-1,287.8,2.88,1.58 (16.0;48.5)
2020082100,1,264.98,0.19,1.25 (14.5;48.5)
2020082112,-1,118.95,2.6,1.94 (10.0;51.5)
2020082112,1,310.75,0.23,1.94 (10.0;51.5)
2020082112,1,98.46,1.4,1.75 (14.5;50.0)
2020082200,-1,286.04,0.36,3.11 (17.5;48.5)
2020082200,1,96.84,8.56,1.99 (19.0;50.0)
2020082200,-1,112.58,4.71,1.79 (13.0;51.5)
2020082212,-1,128.3,4.69,3.85 (13.0;48.5)
2020082212,1,287.06,0.28,3.45 (14.5;48.5)
2020082212,-1,85.88,3.14,2.62 (16.0;50.0)
2020082300,-1,124.67,2.81,2.08 (17.5;48.5)
2020082312,-1,129.01,5.42,1.18 (14.5;51.5)
2020082400,-1,109.9,6.39,1.66 (16.0;50.0)
2020082512,1,84.4,6.02,1.64 (13.0;51.5)
2020082600,-1,118.98,13.32,2.75 (10.0;51.5)
2020082600,1,64.94,8.61,1.74 (17.5;48.5)
2020082600,1,36.42,8.55,1.03 (19.0;51.5)
2020082612,-1,128.09,10.5,2.53 (14.5;50.0)
2020082612,1,113.17,13.2,2.30 (17.5;51.5)
2020082612,-1,125.25,10.79,2.30 (17.5;51.5)
2020082800,1,41.72,7.62,1.87 (16.0;48.5)
2020082812,1,124.87,0.04,1.97 (11.5;50.0)
2020082812,1,43.0,6.5,1.93 (17.5;48.5)
2020082900,-1,130.61,2.73,2.31 (16.0;48.5)
2020082900,1,329.61,0.28,2.31 (16.0;48.5)
2020082900,-1,124.4,4.72,1.66 (17.5;50.0)
2020082912,1,301.16,0.69,3.70 (17.5;48.5)
2020083000,1,307.14,5.02,3.41 (19.0;50.0)
2020083012,1,326.28,6.17,3.30 (14.5;48.5)
2020083100,-1,111.5,8.25,3.27 (16.0;48.5)
2020090400,1,94.6,12.17,0.88 (14.5;51.5)
2020090412,-1,122.99,13.28,1.52 (13.0;51.5)
2020090500,1,77.34,3.79,1.25 (16.0;48.5)
2020090512,-1,125.24,5.6,3.51 (13.0;51.5)
2020090512,1,117.8,5.8,3.23 (14.5;51.5)
2020090600,-1,108.08,4.2,2.40 (16.0;50.0)
2020090600,1,114.82,4.02,2.15 (19.0;51.5)
2020090612,-1,138.52,1.77,2.16 (19.0;50.0)
2020090700,1,308.39,2.73,2.52 (17.5;48.5)
2020090812,1,315.47,0.48,2.56 (11.5;48.5)
2020090912,1,52.7,3.19,2.31 (11.5;48.5)
2020091000,-1,162.33,9.06,1.30 (10.0;51.5)
2020091012,-1,300.86,1.11,2.47 (11.5;48.5)
2020091012,-1,77.62,0.8,2.47 (11.5;48.5)
2020091012,-1,156.5,5.3,2.18 (17.5;51.5)
2020091100,1,19.92,0.48,2.50 (19.0;50.0)
2020091100,-1,197.43,1.5,2.50 (19.0;50.0)
2020091100,-1,186.46,1.14,2.12 (14.5;50.0)
2020091100,1,10.54,2.8,2.12 (14.5;50.0)
2020091112,-1,298.19,0.78,2.24 (10.0;48.5)
2020091112,1,238.48,0.78,2.17 (11.5;48.5)
2020091112,-1,176.17,1.43,2.11 (19.0;51.5)
2020091200,1,48.24,2.73,1.97 (19.0;51.5)
2020091212,-1,51.57,0.97,2.23 (11.5;48.5)
2020091300,1,156.64,0.71,1.73 (11.5;51.5)
2020091312,1,58.52,1.34,1.98 (11.5;48.5)
2020091412,-1,327.8,6.69,1.71 (14.5;48.5)
2020091500,-1,335.41,3.3,2.53 (14.5;48.5)
2020091500,1,332.12,9.7,2.53 (14.5;48.5)
2020091512,1,342.36,1.34,1.02 (13.0;48.5)
2020091700,-1,163.55,3.08,2.10 (10.0;51.5)
2020091700,-1,160.49,7.91,1.74 (11.5;51.5)
2020091712,-1,160.72,3.99,3.45 (19.0;50.0)
2020091712,1,240.46,1.68,3.05 (13.0;50.0)
2020091712,-1,243.41,3.63,3.01 (11.5;50.0)
2020091812,-1,224.88,2.65,2.19 (11.5;48.5)
2020091812,-1,271.42,3.65,1.76 (19.0;50.0)
2020091900,-1,301.42,6.87,2.04 (14.5;48.5)
2020091912,-1,263.93,1.47,1.59 (13.0;48.5)
2020092000,1,86.82,0.58,1.51 (13.0;48.5)
2020092012,-1,229.03,0.55,2.41 (13.0;48.5)
2020092012,1,278.55,0.63,1.76 (11.5;50.0)
2020092100,1,242.91,2.34,1.49 (16.0;48.5)
2020092300,-1,68.25,1.69,1.26 (14.5;48.5)
2020092412,-1,111.46,7.1,1.80 (11.5;51.5)
2020092500,-1,62.13,7.69,2.26 (13.0;50.0)
2020092500,1,265.5,8.33,2.26 (13.0;50.0)
2020092512,-1,75.84,4.9,2.46 (14.5;48.5)
2020092512,1,298.45,6.16,2.22 (17.5;50.0)
2020092600,1,257.34,3.35,3.76 (17.5;48.5)
2020092612,-1,58.5,7.86,4.26 (16.0;51.5)
2020092812,1,283.58,4.03,2.51 (17.5;50.0)
2020092900,1,241.94,4.28,1.62 (19.0;51.5)
2020092900,-1,42.18,1.27,1.62 (19.0;51.5)
2020092912,1,227.32,0.22,1.21 (17.5;51.5)
2020093000,1,97.54,1.07,1.48 (10.0;50.0)
2020093012,1,277.27,0.4,2.02 (11.5;48.5)
