datetime,type,dir[deg],v[m/s],max_gradT (station)
2013062100,1,44.12,5.86,3.29 (11.5;50.0)
2013062100,-1,92.49,5.68,1.12 (17.5;51.5)
2013062112,-1,90.83,1.72,3.05 (14.5;48.5)
2013062112,1,97.75,2.07,2.02 (17.5;50.0)
2013062200,1,119.29,2.54,2.40 (17.5;48.5)
2013062212,1,321.1,0.63,2.59 (13.0;48.5)
2013062212,1,305.38,1.99,2.23 (17.5;50.0)
2013062312,-1,76.2,1.25,1.04 (17.5;50.0)
2013062400,-1,151.11,1.56,3.68 (16.0;48.5)
2013062400,1,273.72,2.63,3.68 (16.0;48.5)
2013062412,1,270.61,6.2,3.41 (17.5;48.5)
2013062412,-1,116.5,2.92,0.95 (10.0;51.5)
2013062500,1,253.61,7.77,2.66 (17.5;50.0)
2013062512,1,253.33,1.14,3.65 (16.0;51.5)
2013062512,-1,85.8,0.35,3.62 (17.5;51.5)
2013062612,-1,122.45,9.18,1.54 (16.0;50.0)
2013062800,-1,323.16,0.05,0.97 (10.0;51.5)
2013062812,-1,129.52,1.75,1.04 (10.0;51.5)
2013062912,-1,115.11,9.34,0.84 (10.0;51.5)
2013063000,-1,120.56,7.32,2.28 (14.5;51.5)
2013063012,-1,128.02,7.33,2.23 (19.0;50.0)
2013070100,-1,146.67,12.17,1.89 (19.0;48.5)
2013070112,1,57.13,6.16,1.58 (19.0;51.5)
2013070200,1,109.76,3.25,1.70 (10.0;51.5)
2013070200,-1,122.99,6.44,1.70 (10.0;51.5)
2013070200,1,75.92,1.85,1.23 (16.0;48.5)
2013070212,1,127.89,2.89,2.05 (11.5;51.5)
2013070300,1,27.49,2.93,1.71 (17.5;48.5)
2013070312,1,238.4,0.75,2.13 (13.0;48.5)
2013070312,-1,83.12,4.38,1.38 (13.0;50.0)
2013070400,-1,84.68,3.47,1.26 (14.5;51.5)
2013070400,-1,106.39,3.9,1.25 (13.0;50.0)
2013070412,-1,92.08,0.03,1.63 (16.0;51.5)
2013070412,1,274.31,2.52,1.63 (16.0;51.5)
2013070412,-1,11.95,0.18,1.31 (11.5;48.5)
2013070500,-1,101.24,0.7,1.29 (17.5;48.5)
2013070500,-1,96.29,2.05,1.27 (17.5;51.5)
2013070512,-1,116.69,0.67,1.41 (17.5;51.5)
2013070512,1,120.31,2.01,1.06 (17.5;48.5)
2013070600,1,302.15,1.26,1.65 (16.0;48.5)
2013070612,1,295.45,1.77,1.87 (17.5;48.5)
2013070612,-1,306.99,1.21,1.87 (17.5;48.5)
2013070712,-1,303.62,7.05,1.85 (10.0;48.5)
2013070712,-1,246.16,4.71,1.84 (14.5;51.5)
2013070800,-1,300.55,2.35,1.36 (11.5;51.5)
2013071000,-1,249.7,1.78,1.11 (11.5;50.0)
2013071012,-1,138.17,5.65,1.93 (13.0;51.5)
2013071012,-1,137.16,1.13,1.90 (10.0;50.0)
2013071100,-1,154.39,2.16,2.72 (16.0;50.0)
2013071100,-1,228.96,2.59,2.05 (11.5;48.5)
2013071312,-1,249.02,2.47,2.43 (11.5;48.5)
2013071500,-1,60.07,1.3,1.98 (13.0;51.5)
2013071500,-1,108.24,9.05,1.63 (17.5;51.5)
2013071512,-1,130.41,3.7,2.76 (11.5;48.5)
2013071612,1,99.64,5.47,1.29 (19.0;50.0)
2013071700,-1,284.18,2.43,1.20 (10.0;50.0)
2013071712,-1,308.28,1.41,2.02 (10.0;48.5)
2013071712,-1,251.72,3.36,1.95 (11.5;48.5)
2013071812,-1,257.51,7.0,1.48 (13.0;48.5)
2013071812,1,241.05,3.75,1.48 (13.0;48.5)
2013071900,-1,285.65,7.76,1.04 (13.0;50.0)
2013071912,-1,298.13,2.76,1.57 (10.0;50.0)
2013071912,1,319.25,1.73,1.35 (14.5;48.5)
2013071912,1,220.16,0.04,1.15 (19.0;50.0)
2013072000,-1,242.28,1.69,1.48 (11.5;50.0)
2013072000,-1,187.34,7.09,1.45 (19.0;50.0)
2013072012,-1,262.67,2.01,2.82 (14.5;48.5)
2013072012,-1,236.07,2.9,2.03 (19.0;50.0)
2013072100,-1,222.97,2.76,1.87 (14.5;48.5)
2013072112,-1,299.24,3.79,2.18 (10.0;48.5)
2013072200,1,81.54,2.26,1.40 (11.5;51.5)
2013072200,-1,266.68,4.69,1.24 (14.5;48.5)
2013072212,1,58.25,0.59,1.83 (19.0;51.5)
2013072212,-1,306.17,1.21,1.81 (11.5;48.5)
2013072300,-1,222.7,4.17,1.37 (19.0;50.0)
2013072300,-1,194.31,3.73,1.27 (16.0;51.5)
2013072300,-1,250.84,1.06,1.08 (11.5;51.5)
2013072312,-1,223.41,0.84,2.65 (19.0;50.0)
2013072400,-1,219.51,2.76,2.37 (19.0;48.5)
2013072400,-1,74.98,2.36,1.25 (13.0;50.0)
2013072412,-1,234.28,0.18,2.49 (16.0;51.5)
2013072412,1,47.77,0.81,2.49 (16.0;51.5)
2013072412,-1,43.51,0.48,2.41 (17.5;50.0)
2013072412,-1,119.0,2.06,1.43 (10.0;48.5)
2013072412,1,231.88,0.11,1.43 (10.0;48.5)
2013072500,-1,139.05,1.63,2.41 (19.0;48.5)
2013072600,1,66.03,3.25,1.38 (16.0;50.0)
2013072612,-1,46.6,0.79,1.72 (14.5;48.5)
2013072712,-1,258.56,3.22,1.45 (14.5;48.5)
2013072800,1,47.61,3.09,1.78 (16.0;48.5)
2013072800,-1,31.65,8.14,1.72 (11.5;48.5)
2013072800,1,61.66,4.16,1.72 (11.5;48.5)
2013072812,1,301.71,6.87,3.07 (10.0;48.5)
2013072812,-1,37.8,7.24,2.64 (10.0;50.0)
2013072812,1,256.55,1.48,1.64 (14.5;51.5)
2013072812,1,300.13,0.79,1.14 (16.0;51.5)
2013072900,-1,123.77,3.87,3.70 (14.5;51.5)
2013072900,1,299.14,2.38,3.70 (14.5;51.5)
2013072900,-1,295.68,4.04,2.20 (16.0;51.5)
2013072912,1,286.72,3.26,3.03 (14.5;48.5)
2013072912,-1,111.33,1.03,3.03 (14.5;48.5)
2013072912,1,284.18,1.14,2.67 (17.5;51.5)
2013073000,-1,102.37,8.72,3.35 (19.0;51.5)
2013073012,-1,112.67,7.38,1.06 (19.0;48.5)
2013080112,1,269.92,2.01,2.37 (11.5;48.5)
2013080112,1,57.47,4.75,2.11 (11.5;51.5)
2013080112,1,53.2,1.13,1.87 (19.0;50.0)
2013080200,1,77.3,2.71,1.27 (11.5;50.0)
2013080212,1,213.99,0.06,1.71 (16.0;48.5)
2013080300,-1,244.03,0.49,1.84 (16.0;48.5)
2013080300,1,47.94,4.94,1.46 (14.5;51.5)
2013080312,-1,76.01,1.9,2.74 (11.5;48.5)
2013080312,1,76.13,1.77,2.25 (19.0;50.0)
2013080400,-1,123.75,1.93,2.07 (11.5;51.5)
2013080400,-1,245.97,2.82,2.01 (19.0;51.5)
2013080512,1,310.9,1.51,2.80 (13.0;48.5)
2013080600,1,15.08,3.05,1.74 (14.5;50.0)
2013080612,1,105.32,0.5,3.35 (10.0;51.5)
2013080700,1,177.86,0.01,2.44 (10.0;51.5)
2013080700,-1,98.42,3.63,2.44 (10.0;51.5)
2013080700,1,73.67,2.4,1.89 (17.5;50.0)
2013080712,1,305.29,0.45,2.43 (11.5;51.5)
2013080712,1,322.8,0.56,2.09 (16.0;51.5)
2013080712,-1,119.59,1.49,1.78 (19.0;50.0)
2013080800,-1,114.56,1.72,4.20 (11.5;48.5)
2013080800,1,106.8,0.74,4.07 (13.0;50.0)
2013080812,1,320.47,0.32,3.32 (14.5;50.0)
2013080812,-1,111.8,1.93,3.32 (14.5;50.0)
2013080900,-1,123.01,3.93,3.94 (16.0;48.5)
2013080900,1,301.58,5.24,3.94 (16.0;48.5)
2013080912,1,300.61,2.85,3.54 (14.5;48.5)
2013081000,-1,126.2,7.84,2.85 (17.5;48.5)
2013081012,1,89.26,5.03,2.37 (17.5;48.5)
2013081100,-1,122.56,4.13,2.04 (11.5;51.5)
2013081200,-1,125.18,2.99,2.20 (17.5;50.0)
2013081212,-1,135.35,2.39,2.45 (10.0;48.5)
2013081212,-1,151.79,3.25,1.39 (19.0;50.0)
2013081300,-1,141.45,6.35,2.09 (11.5;48.5)
2013081300,-1,132.25,5.77,1.96 (14.5;50.0)
2013081300,1,105.23,3.85,1.77 (16.0;50.0)
2013081612,1,288.36,1.39,2.03 (10.0;48.5)
2013081612,1,235.32,1.54,1.99 (11.5;48.5)
2013081700,1,91.03,0.37,1.15 (14.5;50.0)
2013081712,-1,116.91,3.47,1.69 (10.0;51.5)
2013081712,1,45.13,3.53,0.98 (19.0;50.0)
2013081800,-1,135.21,3.8,1.39 (11.5;51.5)
2013081800,1,142.38,0.26,1.39 (11.5;51.5)
2013081812,1,280.38,0.98,2.15 (11.5;50.0)
2013081812,1,108.33,4.08,1.25 (16.0;51.5)
2013081900,-1,118.65,2.63,2.03 (16.0;50.0)
2013081900,1,114.95,4.8,2.03 (16.0;50.0)
2013081900,-1,121.49,2.38,1.94 (19.0;51.5)
2013081912,1,304.41,2.48,2.35 (13.0;48.5)
2013082000,-1,119.04,1.2,3.50 (19.0;50.0)
2013082000,-1,126.19,7.1,1.33 (13.0;51.5)
2013082012,1,297.94,1.35,3.86 (19.0;48.5)
2013082112,-1,317.08,4.65,2.45 (11.5;48.5)
2013082400,1,59.44,0.35,1.84 (10.0;48.5)
2013082400,1,266.04,0.24,1.34 (17.5;48.5)
2013082400,-1,236.53,5.31,1.32 (16.0;50.0)
2013082400,1,218.77,0.4,1.30 (14.5;50.0)
2013082500,-1,252.21,3.89,1.01 (11.5;51.5)
2013082512,-1,281.7,7.49,1.39 (19.0;50.0)
2013082600,-1,266.43,6.47,1.45 (19.0;48.5)
2013082600,-1,222.61,7.58,1.30 (16.0;51.5)
2013082612,1,244.87,1.82,1.32 (17.5;48.5)
2013082612,-1,245.52,7.63,1.19 (16.0;50.0)
2013082700,-1,233.68,6.72,1.04 (10.0;50.0)
2013083100,-1,127.6,5.39,1.51 (10.0;51.5)
2013083112,-1,99.54,5.36,1.88 (11.5;48.5)
2013090100,-1,131.87,8.0,2.01 (10.0;51.5)
2013090100,-1,116.05,10.15,1.67 (14.5;51.5)
2013090100,-1,123.94,7.55,1.22 (14.5;48.5)
2013090112,-1,142.87,9.4,2.06 (19.0;50.0)
2013090212,1,76.53,12.95,2.16 (13.0;48.5)
2013090300,-1,214.04,7.87,1.65 (17.5;51.5)
2013090300,1,44.69,2.02,1.65 (17.5;51.5)
2013090312,-1,55.89,0.6,2.59 (10.0;48.5)
2013090312,-1,72.94,0.88,1.87 (17.5;50.0)
2013090312,-1,219.93,8.45,1.87 (17.5;50.0)
2013090312,1,106.59,6.71,1.79 (14.5;48.5)
2013090312,-1,87.27,4.4,1.26 (14.5;51.5)
2013090400,1,72.05,2.74,1.79 (17.5;50.0)
2013090400,-1,223.68,6.24,1.79 (17.5;50.0)
2013090412,-1,274.3,0.54,3.01 (11.5;48.5)
2013090412,1,231.99,1.35,3.01 (11.5;48.5)
2013090500,1,56.82,1.27,1.82 (10.0;50.0)
2013090512,-1,237.96,1.08,2.62 (13.0;48.5)
2013090512,1,83.94,0.46,2.57 (11.5;48.5)
2013090512,-1,243.05,1.94,1.93 (19.0;50.0)
2013090600,-1,275.99,3.24,2.03 (14.5;48.5)
2013090600,-1,270.25,1.38,1.40 (14.5;51.5)
2013090612,-1,277.26,7.53,2.52 (17.5;51.5)
2013090612,1,68.07,0.7,2.18 (13.0;48.5)
2013090612,-1,52.23,0.74,2.18 (13.0;48.5)
2013090700,1,78.65,1.05,1.88 (14.5;48.5)
2013090700,-1,249.59,1.27,1.88 (14.5;48.5)
2013090700,-1,231.29,1.39,1.82 (19.0;51.5)
2013090700,-1,255.59,0.2,1.69 (13.0;50.0)
2013090712,1,74.0,0.51,1.67 (11.5;48.5)
2013090712,1,245.69,1.14,1.67 (11.5;48.5)
2013090712,-1,212.14,0.7,1.49 (16.0;50.0)
2013090712,-1,320.95,6.65,1.49 (16.0;50.0)
2013090800,1,269.08,5.82,2.29 (10.0;48.5)
2013090800,-1,264.51,4.6,2.25 (14.5;48.5)
2013090800,-1,242.48,2.44,2.23 (16.0;48.5)
2013090812,-1,89.25,3.37,3.00 (10.0;51.5)
2013090900,-1,135.78,2.06,1.87 (11.5;48.5)
2013090900,1,246.17,1.4,1.64 (13.0;51.5)
2013090912,-1,60.34,5.7,3.07 (19.0;51.5)
2013090912,-1,73.44,11.26,1.63 (14.5;51.5)
2013091012,1,87.56,1.3,2.00 (13.0;48.5)
2013091012,-1,77.7,8.65,2.00 (11.5;51.5)
2013091012,1,83.67,4.31,1.75 (13.0;51.5)
2013091100,1,62.74,2.41,2.63 (19.0;50.0)
2013091400,1,103.63,9.08,1.73 (19.0;51.5)
2013091412,1,107.56,3.63,2.12 (19.0;51.5)
2013091500,-1,113.03,6.27,1.27 (10.0;50.0)
2013091500,1,92.68,4.4,1.22 (19.0;51.5)
2013091512,-1,136.5,1.18,2.01 (13.0;51.5)
2013091512,-1,106.68,9.3,2.01 (13.0;51.5)
2013091600,-1,132.38,6.94,1.96 (16.0;51.5)
2013091600,1,122.62,4.35,1.96 (16.0;51.5)
2013091600,-1,108.2,4.45,1.49 (17.5;51.5)
2013091612,-1,118.17,9.51,1.63 (10.0;51.5)
2013091612,-1,105.89,6.73,1.35 (17.5;50.0)
2013091700,-1,106.61,7.76,2.25 (14.5;48.5)
2013091700,1,308.86,8.29,1.92 (19.0;48.5)
2013091700,-1,81.12,3.83,1.78 (14.5;51.5)
2013091812,1,58.52,10.46,2.64 (17.5;48.5)
2013091812,-1,158.18,6.46,2.01 (11.5;51.5)
2013091900,-1,117.2,9.02,2.48 (16.0;50.0)
2013092212,1,104.6,5.57,2.63 (13.0;51.5)
2013092300,1,124.56,11.55,1.20 (17.5;48.5)
2013092312,-1,234.53,0.51,3.75 (11.5;48.5)
2013092312,1,51.74,1.66,3.75 (11.5;48.5)
2013092400,1,56.14,2.63,2.70 (11.5;48.5)
2013092400,-1,68.86,1.16,2.03 (17.5;51.5)
2013092412,1,69.12,2.03,3.84 (13.0;48.5)
2013092412,-1,74.91,2.63,2.96 (11.5;50.0)
2013092412,1,57.05,3.59,2.05 (16.0;48.5)
2013092412,-1,60.25,5.71,1.64 (19.0;50.0)
2013092500,-1,58.23,1.04,2.32 (16.0;50.0)
2013092500,-1,59.33,0.13,2.06 (13.0;51.5)
2013092500,1,42.74,2.85,1.98 (13.0;48.5)
2013092512,1,65.42,6.74,2.68 (11.5;48.5)
2013092600,1,47.24,7.7,2.88 (16.0;51.5)
2013092600,-1,42.88,7.31,2.60 (14.5;51.5)
2013092612,-1,152.94,5.3,2.66 (19.0;50.0)
2013092700,1,51.98,3.7,3.23 (14.5;48.5)
2013092712,1,31.94,1.4,3.50 (10.0;48.5)
2013092800,1,40.31,1.76,2.93 (10.0;48.5)
2013092812,1,41.61,1.88,3.54 (11.5;48.5)
2013092900,1,33.99,1.14,3.33 (11.5;50.0)
2013092900,-1,285.0,0.05,3.33 (11.5;50.0)
2013092912,-1,228.92,5.42,3.51 (13.0;48.5)
2013092912,-1,237.59,2.69,1.75 (19.0;50.0)
2013093000,-1,223.79,5.27,2.57 (19.0;50.0)
2013093000,-1,286.83,16.51,2.43 (10.0;51.5)
2013093000,-1,251.29,8.22,1.81 (16.0;51.5)
2013093000,1,256.17,6.81,1.81 (10.0;48.5)
