datetime,type,dir[deg],v[m/s],max_gradT (station)
2018072412,-1,303.13,3.98,1.25 (11.5;48.5)
2018072412,-1,244.87,1.83,1.25 (11.5;51.5)
2018072500,-1,249.15,0.74,1.24 (11.5;50.0)
2018072600,-1,248.83,4.76,1.59 (11.5;48.5)
2018072612,-1,255.67,5.14,1.24 (10.0;48.5)
2018072812,-1,70.29,6.75,1.28 (10.0;48.5)
2018072900,-1,111.7,5.1,1.84 (14.5;51.5)
2018072912,-1,100.53,2.87,1.66 (17.5;51.5)
2018073012,1,292.61,0.6,1.26 (10.0;48.5)
2018073012,-1,65.79,0.35,1.23 (13.0;48.5)
2018073112,-1,99.61,1.01,1.74 (10.0;51.5)
2018073112,-1,250.1,2.35,1.48 (14.5;48.5)
2018080100,1,295.73,2.38,2.46 (10.0;51.5)
2018080100,-1,268.22,2.41,1.33 (14.5;50.0)
2018080112,-1,253.48,1.41,2.18 (10.0;51.5)
2018080112,1,282.92,3.31,2.18 (10.0;51.5)
2018080200,1,257.66,3.09,1.96 (11.5;51.5)
2018080200,-1,304.76,3.22,1.36 (16.0;51.5)
2018080200,-1,257.47,4.43,1.21 (14.5;48.5)
2018080212,-1,297.02,0.82,1.01 (11.5;48.5)
2018080312,-1,256.61,1.35,1.08 (11.5;48.5)
2018080400,-1,249.08,3.34,1.20 (17.5;48.5)
2018080412,-1,190.22,0.8,1.82 (10.0;51.5)
2018080412,-1,81.85,0.0,1.10 (16.0;51.5)
2018080500,-1,150.67,2.01,2.23 (10.0;51.5)
2018080500,-1,147.31,4.24,1.76 (13.0;51.5)
2018080500,1,105.41,0.73,1.41 (17.5;48.5)
2018080500,1,133.43,1.29,1.29 (16.0;51.5)
2018080512,-1,146.96,1.82,2.98 (11.5;48.5)
2018080512,-1,129.79,4.5,1.49 (16.0;50.0)
2018080600,-1,261.7,0.62,2.03 (11.5;51.5)
2018080600,-1,144.54,4.27,1.92 (19.0;50.0)
2018080600,-1,210.62,0.97,1.91 (13.0;50.0)
2018080612,-1,247.15,2.65,2.01 (11.5;48.5)
2018080612,-1,159.74,3.3,1.52 (19.0;50.0)
2018080700,1,28.14,0.34,1.98 (17.5;50.0)
2018080700,-1,249.02,4.25,1.60 (16.0;50.0)
2018080712,-1,29.94,0.37,1.63 (16.0;51.5)
2018080712,1,67.17,0.32,1.37 (17.5;51.5)
2018080800,1,74.97,1.85,1.78 (16.0;48.5)
2018080800,1,93.82,3.23,1.00 (16.0;51.5)
2018080812,-1,94.36,3.62,2.09 (11.5;51.5)
2018080812,1,69.87,3.03,1.25 (13.0;50.0)
2018080900,-1,144.69,0.27,1.54 (14.5;48.5)
2018080900,-1,124.45,4.49,1.21 (13.0;51.5)
2018080900,1,87.31,3.88,1.09 (17.5;51.5)
2018080900,-1,307.33,3.36,0.99 (16.0;50.0)
2018080912,1,320.44,2.87,1.28 (10.0;51.5)
2018081000,-1,87.66,9.12,2.75 (13.0;51.5)
2018081012,-1,127.69,1.16,2.74 (16.0;48.5)
2018081012,1,313.81,2.6,2.32 (19.0;50.0)
2018081100,1,301.24,1.57,2.31 (17.5;48.5)
2018081100,-1,100.55,7.46,0.90 (10.0;50.0)
2018081112,-1,103.08,4.58,1.70 (13.0;48.5)
2018081212,1,244.17,1.35,2.44 (10.0;48.5)
2018081212,1,20.82,2.78,1.59 (19.0;50.0)
2018081300,1,21.68,6.69,1.30 (19.0;51.5)
2018081312,-1,110.99,2.64,3.04 (11.5;50.0)
2018081312,1,7.61,2.05,2.26 (13.0;51.5)
2018081400,-1,108.46,4.06,2.10 (16.0;50.0)
2018081400,1,298.27,1.51,2.10 (16.0;50.0)
2018081400,-1,109.99,8.48,1.30 (11.5;51.5)
2018081512,-1,109.65,5.75,1.17 (14.5;48.5)
2018081612,-1,238.34,3.44,1.16 (16.0;50.0)
2018081700,-1,124.47,0.11,1.45 (16.0;51.5)
2018081700,-1,215.72,1.12,0.86 (10.0;48.5)
2018081712,1,304.47,0.35,2.53 (10.0;51.5)
2018081712,-1,127.32,2.26,2.53 (10.0;51.5)
2018081712,1,110.69,1.23,1.37 (16.0;51.5)
2018081800,-1,122.34,2.53,1.92 (11.5;51.5)
2018081800,1,129.44,0.85,1.76 (13.0;51.5)
2018081812,1,317.34,1.25,2.28 (16.0;51.5)
2018081812,-1,113.65,0.09,1.87 (11.5;48.5)
2018081812,-1,95.53,1.06,1.87 (11.5;48.5)
2018081912,-1,305.38,0.95,1.81 (10.0;48.5)
2018081912,1,285.32,0.74,1.46 (11.5;50.0)
2018081912,-1,263.38,0.31,1.16 (17.5;50.0)
2018082000,-1,154.25,0.55,1.08 (14.5;51.5)
2018082000,1,355.7,1.8,1.08 (14.5;51.5)
2018082012,-1,133.91,4.15,2.68 (16.0;51.5)
2018082012,1,134.82,2.55,2.68 (16.0;51.5)
2018082012,-1,127.22,5.53,2.12 (17.5;51.5)
2018082100,-1,150.23,3.72,2.52 (16.0;50.0)
2018082100,-1,17.72,1.03,1.75 (14.5;50.0)
2018082112,-1,171.8,4.08,2.47 (19.0;50.0)
2018082112,-1,283.2,0.34,2.05 (10.0;48.5)
2018082200,1,35.4,1.99,2.08 (16.0;50.0)
2018082200,-1,6.77,0.1,1.95 (19.0;50.0)
2018082212,-1,215.27,0.28,2.19 (19.0;50.0)
2018082212,-1,185.69,0.56,1.76 (13.0;50.0)
2018082300,1,71.63,4.35,2.16 (19.0;51.5)
2018082312,-1,114.68,2.09,2.10 (10.0;51.5)
2018082312,1,283.06,0.32,1.22 (11.5;48.5)
2018082400,-1,127.93,4.4,3.04 (10.0;51.5)
2018082400,-1,112.48,4.62,1.29 (14.5;48.5)
2018082400,-1,93.54,6.35,1.27 (16.0;50.0)
2018082412,-1,118.02,6.52,2.58 (11.5;50.0)
2018082412,-1,117.15,3.55,1.54 (17.5;51.5)
2018082500,-1,124.03,4.35,2.60 (17.5;51.5)
2018082500,-1,121.64,2.59,1.24 (10.0;51.5)
2018082512,-1,91.69,9.36,1.35 (11.5;51.5)
2018082800,-1,144.61,4.63,1.61 (16.0;51.5)
2018082812,-1,91.9,3.58,3.01 (11.5;48.5)
2018082912,-1,240.72,0.49,1.69 (17.5;50.0)
2018082912,1,227.35,1.12,1.61 (14.5;51.5)
2018082912,1,38.61,5.59,1.33 (13.0;51.5)
2018083000,-1,70.35,5.95,2.29 (10.0;51.5)
2018083000,1,62.82,3.97,2.03 (17.5;48.5)
2018083012,-1,88.83,5.19,2.13 (14.5;48.5)
2018083012,1,56.17,5.04,0.96 (17.5;51.5)
2018083100,-1,115.13,2.02,1.84 (17.5;48.5)
2018083112,1,311.56,0.31,2.15 (17.5;48.5)
2018083112,-1,90.38,5.06,1.28 (11.5;50.0)
2018090100,1,278.06,4.08,2.10 (16.0;48.5)
2018090112,1,313.32,4.36,2.27 (17.5;50.0)
2018090200,1,306.63,5.33,2.12 (17.5;51.5)
2018090212,1,269.74,7.73,1.82 (17.5;50.0)
2018090212,1,248.34,5.6,1.82 (17.5;50.0)
2018090212,1,303.67,4.49,0.98 (11.5;50.0)
2018090300,1,254.2,4.1,1.83 (13.0;48.5)
2018090300,-1,278.38,6.47,1.44 (14.5;48.5)
2018090300,1,256.16,10.28,1.32 (13.0;51.5)
2018090312,-1,226.28,3.67,1.23 (14.5;50.0)
2018090312,1,271.06,1.69,1.21 (19.0;50.0)
2018090512,-1,298.52,2.97,1.63 (11.5;48.5)
2018090600,-1,200.47,4.65,1.20 (16.0;50.0)
2018090700,-1,103.1,1.72,1.49 (10.0;51.5)
2018090800,-1,129.41,5.92,2.33 (11.5;51.5)
2018090800,-1,119.87,2.59,1.21 (16.0;50.0)
2018090812,-1,141.89,4.51,1.26 (17.5;48.5)
2018090912,-1,254.39,0.42,0.98 (19.0;50.0)
2018091012,-1,119.45,5.81,2.14 (10.0;51.5)
2018091100,-1,149.21,5.58,2.05 (13.0;51.5)
2018091100,-1,135.32,4.42,2.05 (13.0;51.5)
2018091112,1,55.2,9.88,1.23 (14.5;51.5)
2018091200,1,64.12,6.39,1.54 (11.5;51.5)
2018091200,1,107.4,5.6,0.98 (19.0;48.5)
2018091212,1,114.01,3.26,1.97 (11.5;48.5)
2018091212,-1,114.64,2.07,1.66 (13.0;48.5)
2018091212,1,345.27,0.47,1.63 (14.5;51.5)
2018091212,1,136.08,3.76,1.46 (16.0;51.5)
2018091212,1,120.05,1.91,1.32 (19.0;48.5)
2018091300,-1,143.67,2.0,2.80 (11.5;51.5)
2018091300,1,148.59,0.6,2.63 (13.0;51.5)
2018091300,1,329.4,1.59,2.15 (10.0;50.0)
2018091300,1,122.45,1.07,0.80 (19.0;48.5)
2018091312,1,335.66,3.52,2.48 (17.5;51.5)
2018091312,-1,138.55,3.36,2.44 (10.0;51.5)
2018091312,-1,138.5,2.13,2.39 (14.5;51.5)
2018091312,1,306.55,1.47,1.96 (13.0;50.0)
2018091312,-1,105.0,1.12,1.86 (11.5;48.5)
2018091400,-1,148.84,1.61,2.10 (10.0;51.5)
2018091400,-1,151.59,1.31,2.04 (19.0;51.5)
2018091400,1,114.1,0.11,1.53 (13.0;48.5)
2018091412,-1,124.59,0.56,2.01 (17.5;48.5)
2018091412,1,133.35,0.7,1.94 (11.5;48.5)
2018091500,1,92.71,4.9,1.60 (10.0;50.0)
2018091512,-1,111.01,9.71,1.43 (17.5;50.0)
2018091612,1,12.0,0.9,2.72 (11.5;48.5)
2018091700,1,62.25,1.88,1.88 (17.5;48.5)
2018091712,1,105.3,0.85,1.80 (11.5;48.5)
2018091712,1,60.68,3.0,1.80 (11.5;48.5)
2018091712,1,77.24,4.68,1.22 (19.0;51.5)
2018091800,1,44.62,4.42,2.36 (17.5;48.5)
2018091800,1,70.91,3.98,1.52 (11.5;51.5)
2018091800,-1,91.59,2.97,1.52 (11.5;51.5)
2018091812,-1,297.48,2.21,2.26 (17.5;48.5)
2018091812,1,96.77,2.15,1.09 (11.5;48.5)
2018091900,1,82.64,0.92,1.68 (17.5;48.5)
2018091900,-1,129.67,0.85,1.68 (17.5;48.5)
2018091900,1,77.34,2.89,1.53 (11.5;48.5)
2018091912,1,81.32,2.94,1.35 (11.5;48.5)
2018092100,-1,295.27,3.48,1.54 (16.0;48.5)
2018092112,-1,116.75,9.41,4.42 (10.0;51.5)
2018092112,1,112.29,2.81,1.39 (16.0;50.0)
2018092200,-1,130.95,10.39,5.09 (14.5;48.5)
2018092200,-1,121.73,12.05,4.81 (16.0;48.5)
2018092200,1,118.82,4.72,3.76 (17.5;50.0)
2018092312,1,34.73,18.36,3.55 (10.0;51.5)
2018092400,-1,127.86,21.39,4.53 (19.0;51.5)
2018092600,-1,244.07,2.85,3.46 (11.5;48.5)
2018092612,1,113.25,0.96,3.57 (17.5;48.5)
2018092612,1,81.36,4.66,1.29 (11.5;50.0)
2018092712,1,59.94,6.32,1.95 (19.0;51.5)
2018092712,1,288.79,0.15,1.56 (11.5;48.5)
2018092712,-1,49.0,1.87,1.36 (17.5;51.5)
2018092800,-1,120.96,7.66,2.02 (11.5;51.5)
2018092812,-1,184.89,1.11,3.23 (11.5;48.5)
2018092812,-1,130.84,5.93,2.40 (19.0;51.5)
2018092812,1,108.16,7.71,2.02 (16.0;50.0)
2018092900,-1,147.09,4.78,3.38 (17.5;48.5)
2018092912,-1,300.36,8.15,3.54 (11.5;48.5)
2018093000,-1,290.19,4.13,3.57 (14.5;48.5)
2018093012,1,101.43,1.07,2.65 (16.0;48.5)
