datetime,type,dir[deg],v[m/s],max_gradT (station)
2019061600,1,107.33,4.51,2.12 (16.0;50.0)
2019061612,-1,115.56,2.12,3.78 (16.0;48.5)
2019061700,1,302.23,2.4,2.29 (17.5;48.5)
2019061812,1,297.13,0.34,2.03 (10.0;48.5)
2019061812,1,291.22,4.16,1.07 (13.0;51.5)
2019061900,1,260.61,1.27,1.08 (14.5;48.5)
2019061912,-1,264.5,1.52,1.20 (16.0;48.5)
2019062000,-1,103.09,3.17,1.83 (11.5;51.5)
2019062000,1,101.38,3.31,1.83 (11.5;51.5)
2019062012,-1,89.05,4.75,1.50 (14.5;51.5)
2019062100,-1,114.78,6.0,1.51 (10.0;50.0)
2019062100,1,283.35,0.11,1.32 (16.0;51.5)
2019062100,-1,112.04,1.43,1.19 (17.5;51.5)
2019062100,-1,97.94,4.01,1.13 (16.0;50.0)
2019062112,1,262.98,0.39,1.77 (11.5;48.5)
2019062200,1,290.29,8.62,1.69 (10.0;50.0)
2019062212,1,303.3,5.23,1.26 (11.5;48.5)
2019062412,1,275.18,3.88,0.95 (14.5;51.5)
2019062512,-1,86.03,1.5,2.88 (11.5;48.5)
2019062512,1,63.6,0.95,1.44 (14.5;51.5)
2019062512,1,280.48,2.96,1.38 (19.0;51.5)
2019062612,-1,70.04,1.44,2.00 (11.5;48.5)
2019062700,-1,202.19,0.44,1.51 (13.0;50.0)
2019062700,1,113.05,2.89,1.31 (10.0;50.0)
2019062712,-1,64.33,4.84,3.67 (14.5;48.5)
2019062712,-1,172.05,7.87,2.74 (17.5;50.0)
2019062800,-1,105.51,3.93,3.26 (14.5;48.5)
2019062812,-1,230.16,0.87,3.78 (11.5;48.5)
2019062900,-1,291.5,0.55,2.41 (11.5;51.5)
2019062912,-1,254.9,4.2,2.89 (11.5;48.5)
2019062912,-1,326.72,0.79,2.13 (11.5;50.0)
2019063000,-1,291.97,2.7,1.93 (16.0;48.5)
2019063000,1,42.69,3.02,1.23 (10.0;48.5)
2019063012,1,90.44,5.46,2.37 (19.0;48.5)
2019063012,-1,82.98,5.06,1.87 (11.5;48.5)
2019063012,-1,126.4,8.56,1.21 (11.5;51.5)
2019070100,-1,134.25,7.01,2.68 (10.0;51.5)
2019070100,-1,137.93,9.39,1.14 (16.0;51.5)
2019070100,-1,77.34,6.69,0.85 (14.5;48.5)
2019070112,-1,134.96,6.91,3.72 (11.5;50.0)
2019070112,-1,155.18,3.04,3.41 (19.0;51.5)
2019070112,1,159.35,1.59,1.91 (16.0;50.0)
2019070200,-1,140.27,6.68,2.25 (10.0;50.0)
2019070200,-1,159.68,5.25,1.87 (17.5;48.5)
2019070200,-1,116.83,7.66,1.77 (16.0;51.5)
2019070212,-1,104.1,3.55,3.27 (10.0;48.5)
2019070300,1,358.01,0.85,2.66 (10.0;48.5)
2019070312,-1,149.49,3.05,2.63 (10.0;48.5)
2019070400,-1,176.72,0.32,2.26 (10.0;48.5)
2019070400,1,167.1,0.34,2.26 (10.0;48.5)
2019070412,-1,116.11,1.0,3.21 (10.0;48.5)
2019070412,-1,178.2,2.53,1.79 (19.0;50.0)
2019070500,-1,94.72,7.52,1.58 (14.5;50.0)
2019070512,-1,66.01,5.76,2.71 (14.5;48.5)
2019070512,-1,20.74,2.71,1.80 (19.0;50.0)
2019070600,1,32.86,2.03,2.10 (13.0;51.5)
2019070612,1,134.77,5.49,2.76 (14.5;51.5)
2019070612,1,30.74,5.78,2.64 (17.5;51.5)
2019070700,-1,170.07,3.45,2.91 (10.0;51.5)
2019070700,-1,178.73,1.5,2.81 (13.0;51.5)
2019070712,-1,148.26,7.19,3.00 (19.0;50.0)
2019071100,-1,231.45,3.81,1.00 (19.0;48.5)
2019071112,-1,134.08,2.19,2.39 (11.5;48.5)
2019071112,1,63.83,0.95,1.97 (19.0;48.5)
2019071200,1,84.45,2.81,1.37 (19.0;48.5)
2019071412,-1,241.55,0.19,2.39 (10.0;48.5)
2019071412,1,256.18,0.0,1.64 (10.0;51.5)
2019071512,-1,302.91,1.42,1.62 (10.0;50.0)
2019071600,-1,133.83,2.76,2.04 (17.5;51.5)
2019071600,1,51.89,2.4,1.80 (14.5;50.0)
2019071600,-1,45.4,1.99,1.78 (13.0;51.5)
2019071612,-1,96.26,2.21,2.56 (10.0;48.5)
2019071612,1,94.32,2.24,2.47 (14.5;48.5)
2019071700,1,72.79,1.76,2.35 (11.5;51.5)
2019071700,-1,60.36,0.77,2.35 (11.5;51.5)
2019071712,-1,91.79,0.86,3.15 (14.5;48.5)
2019071800,1,28.25,1.29,1.52 (19.0;48.5)
2019071800,-1,115.43,3.99,1.51 (10.0;50.0)
2019071800,1,106.53,2.72,1.44 (17.5;50.0)
2019071900,-1,108.44,6.16,1.58 (10.0;51.5)
2019071912,-1,67.36,4.45,1.91 (13.0;48.5)
2019071912,1,101.42,3.88,0.86 (19.0;48.5)
2019072000,1,119.27,0.8,1.32 (10.0;48.5)
2019072012,1,69.73,3.38,1.82 (14.5;50.0)
2019072100,-1,113.04,11.54,1.77 (11.5;51.5)
2019072100,1,8.83,3.21,1.47 (19.0;50.0)
2019072100,-1,57.63,10.77,1.42 (16.0;50.0)
2019072212,-1,133.07,2.8,2.34 (11.5;48.5)
2019072212,-1,63.21,3.85,2.03 (13.0;48.5)
2019072212,-1,147.37,3.83,1.36 (17.5;51.5)
2019072312,1,76.94,3.77,1.93 (16.0;50.0)
2019072400,-1,239.11,4.69,2.20 (19.0;48.5)
2019072400,-1,238.1,3.88,1.16 (10.0;48.5)
2019072412,-1,243.52,1.19,2.28 (14.5;48.5)
2019072412,1,208.07,1.83,1.85 (17.5;50.0)
2019072412,-1,105.62,1.49,1.74 (10.0;48.5)
2019072500,-1,245.64,1.07,1.80 (16.0;48.5)
2019072500,1,179.03,2.65,1.25 (11.5;51.5)
2019072512,-1,254.52,2.14,1.87 (14.5;48.5)
2019072600,-1,225.31,3.0,1.65 (14.5;51.5)
2019072600,-1,233.56,0.99,1.49 (17.5;50.0)
2019072612,-1,210.75,2.71,2.73 (10.0;51.5)
2019072612,1,53.28,3.24,2.31 (19.0;50.0)
2019072612,1,203.68,0.89,2.17 (13.0;50.0)
2019072700,1,233.66,4.3,2.52 (16.0;50.0)
2019072700,-1,244.56,1.51,2.52 (16.0;50.0)
2019072700,1,271.77,3.21,2.07 (10.0;51.5)
2019072700,-1,242.33,4.3,2.07 (10.0;51.5)
2019072700,-1,110.59,2.56,1.83 (13.0;50.0)
2019072712,-1,238.29,5.61,1.80 (11.5;51.5)
2019072800,1,259.05,0.36,1.36 (10.0;48.5)
2019072812,1,248.14,3.03,1.36 (17.5;50.0)
2019072812,1,250.68,1.27,1.13 (10.0;51.5)
2019072900,-1,74.85,0.5,2.11 (10.0;48.5)
2019072900,1,241.0,2.57,2.11 (10.0;48.5)
2019072900,-1,353.93,2.92,1.46 (19.0;50.0)
2019072912,-1,52.31,0.31,1.64 (13.0;51.5)
2019072912,1,143.06,2.88,1.64 (13.0;51.5)
2019072912,-1,126.62,0.5,1.55 (10.0;50.0)
2019072912,1,257.76,0.48,1.55 (10.0;50.0)
2019072912,1,227.99,0.95,1.49 (19.0;48.5)
2019073000,1,246.43,1.72,1.35 (16.0;48.5)
2019073000,1,159.48,3.21,1.06 (19.0;48.5)
2019073100,-1,87.59,4.58,1.56 (10.0;51.5)
2019073100,-1,71.82,1.19,1.50 (10.0;50.0)
2019073112,-1,127.16,2.79,2.43 (14.5;48.5)
2019073112,-1,107.13,2.07,2.43 (14.5;48.5)
2019080100,-1,102.67,4.93,1.68 (10.0;51.5)
2019080100,-1,121.63,5.28,1.40 (17.5;48.5)
2019080112,1,238.46,0.03,2.53 (11.5;48.5)
2019080112,-1,211.45,1.29,1.44 (19.0;51.5)
2019080200,-1,91.81,3.82,1.47 (17.5;50.0)
2019080212,-1,208.24,1.41,1.54 (19.0;51.5)
2019080512,1,41.75,2.4,1.41 (16.0;51.5)
2019080600,1,72.45,7.72,1.55 (16.0;48.5)
2019080600,-1,86.8,7.22,1.28 (10.0;50.0)
2019080612,-1,68.62,6.42,1.46 (11.5;48.5)
2019080612,-1,68.13,10.11,1.24 (11.5;50.0)
2019080612,1,129.44,2.37,1.09 (13.0;51.5)
2019080612,1,49.03,7.07,1.00 (19.0;48.5)
2019080700,1,95.93,5.58,1.57 (16.0;50.0)
2019080700,-1,81.27,7.66,1.57 (16.0;50.0)
2019080700,-1,124.82,4.57,1.18 (17.5;51.5)
2019080700,-1,82.63,5.1,1.15 (10.0;50.0)
2019080712,1,117.08,1.0,1.75 (13.0;48.5)
2019080812,-1,345.01,0.66,1.16 (10.0;51.5)
2019080912,1,62.44,9.07,1.95 (11.5;48.5)
2019080912,1,167.35,1.27,1.55 (17.5;51.5)
2019081000,1,62.91,7.19,2.50 (17.5;48.5)
2019081000,1,135.2,6.97,1.87 (11.5;48.5)
2019081012,-1,120.75,1.91,2.71 (14.5;48.5)
2019081012,-1,111.51,14.61,1.43 (17.5;51.5)
2019081100,-1,148.59,8.88,2.64 (16.0;48.5)
2019081112,-1,101.3,3.98,1.74 (10.0;51.5)
2019081200,-1,100.82,10.32,3.02 (11.5;48.5)
2019081200,1,111.83,0.86,3.02 (11.5;48.5)
2019081200,1,290.75,2.57,1.81 (16.0;50.0)
2019081212,-1,82.57,3.65,2.86 (14.5;48.5)
2019081212,-1,111.43,2.82,2.42 (17.5;51.5)
2019081212,1,68.41,2.79,2.38 (16.0;48.5)
2019081300,-1,124.25,4.28,4.08 (17.5;48.5)
2019081300,-1,115.87,6.28,1.20 (10.0;51.5)
2019081512,-1,310.06,0.18,2.27 (11.5;48.5)
2019081512,1,66.29,3.51,2.02 (13.0;48.5)
2019081812,1,64.88,6.33,2.36 (17.5;48.5)
2019081812,1,78.48,19.39,1.69 (10.0;51.5)
2019081900,-1,114.81,4.96,2.72 (13.0;48.5)
2019081912,-1,330.33,1.2,2.42 (19.0;51.5)
2019082000,-1,87.4,1.81,1.56 (11.5;48.5)
2019082000,1,101.66,2.13,1.56 (11.5;48.5)
2019082012,1,267.0,1.89,2.12 (11.5;48.5)
2019082012,-1,259.78,1.84,2.12 (11.5;48.5)
2019082100,-1,124.87,6.47,4.27 (16.0;48.5)
2019082112,-1,127.95,2.36,4.64 (17.5;48.5)
2019082312,1,194.91,1.66,1.85 (13.0;48.5)
2019082312,-1,275.48,1.28,1.68 (14.5;51.5)
2019082400,1,285.47,4.18,1.37 (16.0;50.0)
2019082412,1,275.15,1.02,2.16 (11.5;48.5)
2019082412,1,341.32,5.43,1.49 (17.5;51.5)
2019082412,1,18.03,1.26,1.49 (17.5;51.5)
2019082500,1,248.73,0.04,2.02 (19.0;51.5)
2019082500,-1,236.29,1.39,1.18 (11.5;51.5)
2019082512,1,249.25,1.43,1.92 (19.0;51.5)
2019082600,1,236.98,0.09,1.43 (19.0;51.5)
2019082600,1,272.04,3.65,1.00 (17.5;48.5)
2019082612,1,222.67,2.1,1.00 (11.5;48.5)
2019082612,-1,251.7,4.6,0.96 (19.0;48.5)
2019082612,1,243.72,0.36,0.90 (19.0;50.0)
2019082712,1,60.81,1.4,1.64 (11.5;48.5)
2019082812,-1,123.19,0.88,1.17 (11.5;48.5)
2019082900,1,111.34,3.89,1.17 (10.0;51.5)
2019082912,-1,131.91,2.81,1.39 (10.0;51.5)
2019083000,-1,120.93,0.7,1.14 (16.0;48.5)
2019083012,1,299.77,1.32,2.22 (10.0;51.5)
2019083012,1,240.98,2.1,1.30 (10.0;50.0)
2019083100,1,301.59,1.51,1.30 (11.5;51.5)
2019083112,1,26.19,1.52,1.24 (10.0;48.5)
2019090100,1,82.17,0.29,0.88 (19.0;51.5)
2019090100,-1,108.22,5.53,0.74 (10.0;51.5)
2019090112,-1,111.01,4.49,3.00 (11.5;50.0)
2019090200,-1,115.32,3.24,3.08 (16.0;50.0)
2019090212,1,118.32,3.12,2.70 (17.5;48.5)
2019090500,-1,130.15,6.66,2.26 (11.5;51.5)
2019090500,1,111.26,3.28,2.11 (17.5;48.5)
2019090512,-1,116.48,4.0,2.91 (13.0;48.5)
2019090600,1,304.83,1.79,2.43 (16.0;48.5)
2019090700,1,330.08,3.67,1.87 (19.0;51.5)
2019090712,-1,113.74,1.2,2.15 (16.0;50.0)
2019090712,1,299.6,2.76,2.15 (16.0;50.0)
2019090800,1,279.28,0.05,1.84 (16.0;48.5)
2019090812,1,268.29,2.49,1.90 (17.5;51.5)
2019090812,-1,102.8,2.67,1.90 (17.5;51.5)
2019090900,1,323.02,1.47,2.08 (16.0;48.5)
2019090912,-1,70.35,2.09,1.58 (17.5;50.0)
2019091012,1,51.67,0.55,2.29 (11.5;48.5)
2019091100,1,332.13,3.23,1.74 (14.5;50.0)
2019091100,-1,235.38,0.29,1.74 (14.5;50.0)
2019091112,1,317.31,2.99,1.48 (14.5;50.0)
2019091400,-1,227.64,2.61,2.04 (11.5;51.5)
2019091400,-1,176.65,7.11,1.92 (17.5;50.0)
2019091400,1,46.55,1.18,1.90 (10.0;48.5)
2019091412,-1,308.96,0.28,3.06 (11.5;48.5)
2019091412,-1,218.9,0.84,1.98 (19.0;48.5)
2019091500,1,75.1,3.65,1.91 (19.0;51.5)
2019091500,1,121.84,5.51,1.60 (10.0;50.0)
2019091500,-1,245.58,0.86,1.59 (19.0;48.5)
2019091600,-1,128.55,9.73,2.12 (11.5;51.5)
2019091600,1,85.26,7.63,1.97 (13.0;51.5)
2019091612,-1,144.53,7.05,2.00 (17.5;50.0)
2019091700,-1,179.94,2.98,2.71 (14.5;50.0)
2019092000,-1,244.77,7.05,0.76 (19.0;48.5)
2019092012,-1,240.47,6.01,3.87 (11.5;48.5)
2019092100,-1,263.28,4.66,2.29 (14.5;48.5)
2019092112,1,109.02,5.82,3.31 (17.5;51.5)
2019092112,-1,307.74,6.08,3.27 (17.5;48.5)
2019092112,1,326.24,6.59,1.44 (10.0;48.5)
2019092200,-1,312.42,6.65,2.16 (16.0;48.5)
2019092212,-1,295.17,0.01,2.63 (14.5;48.5)
2019092212,1,52.19,0.32,2.24 (13.0;48.5)
2019092212,-1,307.7,6.47,2.10 (16.0;50.0)
2019092300,-1,299.0,0.68,2.36 (10.0;48.5)
2019092300,1,66.25,3.37,2.28 (14.5;50.0)
2019092300,1,63.61,5.9,2.10 (16.0;50.0)
2019092300,1,59.38,0.77,0.85 (10.0;51.5)
2019092312,1,245.57,2.68,1.74 (16.0;51.5)
2019092412,1,260.72,5.31,1.87 (17.5;50.0)
2019092412,1,50.11,0.75,1.67 (11.5;48.5)
2019092500,-1,72.61,2.89,1.58 (17.5;51.5)
2019092800,-1,129.16,7.32,1.97 (16.0;48.5)
2019092800,1,118.71,9.99,1.97 (16.0;48.5)
2019092800,-1,92.24,15.88,1.47 (17.5;50.0)
2019093000,-1,140.49,15.17,2.17 (10.0;48.5)
2019093000,1,122.12,12.45,1.66 (19.0;51.5)
2019093000,1,114.86,13.28,1.49 (19.0;50.0)
2019093012,-1,113.26,22.5,2.24 (17.5;48.5)
