2013060100;0
2013060112;0
2013060200;0
2013060212;0
2013060300;0
2013060312;0
2013060400;0
2013060412;0
2013060500;0
2013060512;0
2013060600;0
2013060612;0
2013060700;0
2013060712;0
2013060800;0
2013060812;0
2013060900;0
2013060912;0
2013061000;0
2013061012;0
2013061100;0
2013061112;0
2013061200;0
2013061212;0
2013061300;1
2013061312;0
2013061400;0
2013061412;0
2013061500;0
2013061512;0
2013061600;1
2013061612;0
2013061700;0
2013061712;0
2013061800;0
2013061812;0
2013061900;0
2013061912;0
2013062000;0
2013062012;0
2013062100;0
2013062112;0
2013062200;0
2013062212;0
2013062300;0
2013062312;0
2013062400;0
2013062412;0
2013062500;0
2013062512;0
2013062600;0
2013062612;0
2013062700;0
2013062712;0
2013062800;0
2013062812;0
2013062900;0
2013062912;0
2013063000;0
2013063012;0
2013070100;0
2013070112;0
2013070200;0
2013070212;0
2013070300;0
2013070312;0
2013070400;0
2013070412;0
2013070500;0
2013070512;0
2013070600;0
2013070612;0
2013070700;0
2013070712;0
2013070800;0
2013070812;0
2013070900;0
2013070912;0
2013071000;0
2013071012;0
2013071100;0
2013071112;0
2013071200;0
2013071212;0
2013071300;0
2013071312;0
2013071400;0
2013071412;0
2013071500;0
2013071512;0
2013071600;1
2013071612;0
2013071700;0
2013071712;0
2013071800;0
2013071812;0
2013071900;0
2013071912;0
2013072000;0
2013072012;0
2013072100;0
2013072112;0
2013072200;0
2013072212;0
2013072300;0
2013072312;0
2013072400;0
2013072412;0
2013072500;0
2013072512;0
2013072600;1
2013072612;1
2013072700;0
2013072712;0
2013072800;0
2013072812;0
2013072900;0
2013072912;0
2013073000;0
2013073012;0
2013073100;0
2013073112;0
2013080100;0
2013080112;0
2013080200;0
2013080212;0
2013080300;0
2013080312;0
2013080400;0
2013080412;0
2013080500;0
2013080512;0
2013080600;0
2013080612;0
2013080700;0
2013080712;0
2013080800;0
2013080812;0
2013080900;0
2013080912;0
2013081000;0
2013081012;0
2013081100;0
2013081112;0
2013081200;1
2013081212;1
2013081300;1
2013081312;1
2013081400;1
2013081412;0
2013081500;0
2013081512;0
2013081600;0
2013081612;0
2013081700;0
2013081712;0
2013081800;0
2013081812;0
2013081900;0
2013081912;0
2013082000;0
2013082012;0
2013082100;0
2013082112;0
2013082200;0
2013082212;0
2013082300;0
2013082312;0
2013082400;0
2013082412;0
2013082500;0
2013082512;0
2013082600;0
2013082612;0
2013082700;0
2013082712;0
2013082800;0
2013082812;0
2013082900;0
2013082912;0
2013083000;0
2013083012;0
2013083100;0
2013083112;0
2013090100;0
2013090112;0
2013090200;0
2013090212;1
2013090300;1
2013090312;1
2013090400;1
2013090412;0
2013090500;0
2013090512;0
2013090600;0
2013090612;0
2013090700;0
2013090712;0
2013090800;0
2013090812;0
2013090900;0
2013090912;0
2013091000;0
2013091012;1
2013091100;0
2013091112;0
2013091200;0
2013091212;0
2013091300;0
2013091312;0
2013091400;0
2013091412;0
2013091500;0
2013091512;0
2013091600;0
2013091612;1
2013091700;0
2013091712;0
2013091800;0
2013091812;1
2013091900;0
2013091912;1
2013092000;0
2013092012;0
2013092100;0
2013092112;0
2013092200;1
2013092212;1
2013092300;0
2013092312;1
2013092400;1
2013092412;1
2013092500;1
2013092512;1
2013092600;1
2013092612;1
2013092700;1
2013092712;1
2013092800;1
2013092812;1
2013092900;1
2013092912;0
2013093000;0
2013093012;0
2014060100;0
2014060112;0
2014060200;0
2014060212;0
2014060300;0
2014060312;0
2014060400;0
2014060412;0
2014060500;0
2014060512;0
2014060600;0
2014060612;0
2014060700;0
2014060712;0
2014060800;0
2014060812;0
2014060900;0
2014060912;0
2014061000;0
2014061012;0
2014061100;0
2014061112;0
2014061200;0
2014061212;0
2014061300;0
2014061312;0
2014061400;0
2014061412;0
2014061500;0
2014061512;0
2014061600;0
2014061612;0
2014061700;0
2014061712;0
2014061800;0
2014061812;0
2014061900;0
2014061912;0
2014062000;0
2014062012;0
2014062100;0
2014062112;1
2014062200;1
2014062212;1
2014062300;1
2014062312;1
